Sale_ID,Date,Customer_Name,Product,Category,City,Quantity,Unit_Price,Total_Amount
52,2025-12-14,Karan,Mouse,Electronics,Bangalore,2,74433,148866
53,2024-03-19,Amit,Tablet,Office,Chennai,2,20753,41506
54,2024-03-02,Priya,Keyboard,Electronics,Pune,6,26256,157536
55,2025-09-21,Karan,Monitor,Accessories,Hyderabad,10,15181,151810
56,2024-07-17,Neha,Tablet,Accessories,Mumbai,6,31535,189210
57,2025-05-06,Rahul,Tablet,Electronics,Pune,6,57507,345042
58,2024-05-02,Neha,Mouse,Accessories,Pune,5,25000,125000
59,2025-01-09,Rahul,Mobile,Electronics,Mumbai,6,53559,321354
60,2024-06-01,Neha,Tablet,Office,Ahmedabad,8,34085,272680
61,2024-10-21,Anjali,Keyboard,Office,Delhi,7,41146,288022
62,2025-03-23,Pooja,Keyboard,Accessories,Delhi,9,39361,354249
63,2024-09-02,Vikas,Headphones,Office,Chennai,9,41599,374391
64,2024-01-12,Rohit,Mouse,Electronics,Chennai,7,71986,503902
65,2024-05-04,Rahul,Mouse,Office,Surat,4,30059,120236
66,2025-12-16,Pooja,Mouse,Electronics,Mumbai,8,36083,288664
67,2025-06-17,Rahul,Tablet,Accessories,Delhi,4,26105,104420
68,2025-09-27,Vikas,Keyboard,Electronics,Bangalore,9,10217,91953
69,2024-06-22,Karan,Headphones,Accessories,Ahmedabad,1,27922,27922
70,2024-10-26,Priya,Monitor,Office,Hyderabad,6,38998,233988
71,2024-11-13,Karan,Mobile,Accessories,Pune,3,38599,115797
72,2024-01-01,Vikas,Monitor,Office,Chennai,7,27073,189511
73,2024-08-30,Priya,Mouse,Electronics,Bangalore,4,12006,48024
74,2024-05-18,Neha,Mouse,Electronics,Delhi,2,43153,86306
75,2024-06-29,Amit,Monitor,Electronics,Hyderabad,4,22177,88708
76,2024-04-18,Amit,Laptop,Accessories,Surat,3,19440,58320
77,2025-07-16,Vikas,Mobile,Electronics,Pune,6,19433,116598
78,2024-02-07,Vikas,Mouse,Office,Mumbai,7,79146,554022
79,2025-03-08,Sneha,Headphones,Accessories,Surat,2,56630,113260
80,2025-07-11,Priya,Mobile,Electronics,Chennai,3,47185,141555
81,2025-08-19,Anjali,Mobile,Accessories,Ahmedabad,1,50898,50898
82,2025-05-19,Neha,Tablet,Office,Surat,2,19838,39676
83,2024-09-21,Neha,Mouse,Electronics,Hyderabad,3,13969,41907
84,2024-05-04,Karan,Laptop,Office,Delhi,2,4556,9112
85,2024-09-18,Sneha,Mobile,Accessories,Ahmedabad,7,16664,116648
86,2025-09-01,Pooja,Tablet,Accessories,Delhi,8,54771,438168
87,2025-05-03,Vikas,Monitor,Accessories,Chennai,10,66901,669010
88,2025-06-04,Karan,Monitor,Accessories,Pune,2,56534,113068
89,2025-06-08,Rahul,Laptop,Electronics,Mumbai,8,36557,292456
90,2024-08-30,Rahul,Mobile,Accessories,Mumbai,2,54714,109428
91,2024-11-08,Priya,Keyboard,Electronics,Chennai,10,65516,655160
92,2025-10-25,Rahul,Printer,Office,Pune,5,49150,245750
93,2024-03-07,Sneha,Printer,Accessories,Ahmedabad,4,21457,85828
94,2025-02-13,Rohit,Mobile,Office,Hyderabad,6,22604,135624
95,2024-03-31,Rahul,Mouse,Accessories,Bangalore,8,22533,180264
96,2024-11-29,Vikas,Keyboard,Accessories,Surat,9,43621,392589
97,2025-09-09,Pooja,Printer,Accessories,Bangalore,2,36201,72402
98,2025-10-10,Anjali,Mouse,Office,Bangalore,4,8162,32648
99,2024-01-18,Priya,Tablet,Accessories,Mumbai,1,9183,9183
100,2025-03-03,Amit,Tablet,Accessories,Hyderabad,3,27957,83871
101,2025-03-29,Rohit,Mobile,Electronics,Surat,1,59883,59883
102,2025-09-26,Anjali,Keyboard,Electronics,Pune,5,47868,239340
103,2024-05-29,Rahul,Mobile,Accessories,Hyderabad,8,57155,457240
104,2025-03-16,Rahul,Tablet,Accessories,Chennai,6,20558,123348
105,2024-06-06,Karan,Mouse,Electronics,Ahmedabad,4,66354,265416
106,2024-03-16,Karan,Mobile,Electronics,Mumbai,9,27522,247698
107,2024-09-17,Rahul,Mouse,Office,Delhi,4,70485,281940
108,2025-02-07,Anjali,Keyboard,Office,Surat,8,25003,200024
109,2025-03-05,Vikas,Monitor,Office,Surat,2,23378,46756
110,2024-05-01,Amit,Monitor,Accessories,Mumbai,10,75599,755990
111,2024-10-31,Rahul,Tablet,Accessories,Hyderabad,8,44645,357160
112,2024-02-06,Vikas,Mouse,Office,Ahmedabad,10,19944,199440
113,2025-03-05,Karan,Laptop,Accessories,Surat,8,617,4936
114,2025-01-09,Pooja,Monitor,Accessories,Surat,6,45177,271062
115,2025-07-19,Rohit,Mouse,Electronics,Bangalore,4,7130,28520
116,2025-02-08,Vikas,Headphones,Electronics,Hyderabad,10,6722,67220
117,2025-02-25,Amit,Mobile,Accessories,Ahmedabad,3,46221,138663
118,2025-11-20,Sneha,Mobile,Electronics,Pune,3,75141,225423
119,2024-05-24,Pooja,Headphones,Accessories,Chennai,10,72563,725630
120,2024-11-23,Karan,Mouse,Electronics,Delhi,6,47475,284850
121,2025-10-12,Rahul,Tablet,Electronics,Ahmedabad,4,37929,151716
122,2025-11-21,Priya,Laptop,Office,Hyderabad,2,2814,5628
123,2025-09-28,Rahul,Keyboard,Office,Delhi,8,23651,189208
124,2025-01-25,Sneha,Laptop,Accessories,Pune,1,10075,10075
125,2024-03-26,Vikas,Headphones,Accessories,Mumbai,7,28936,202552
126,2024-09-27,Vikas,Monitor,Accessories,Mumbai,4,2554,10216
127,2024-11-10,Priya,Keyboard,Accessories,Pune,2,5041,10082
128,2025-05-10,Anjali,Headphones,Office,Bangalore,9,48118,433062
129,2025-08-25,Priya,Monitor,Office,Hyderabad,3,73499,220497
130,2025-04-30,Karan,Tablet,Office,Mumbai,9,36957,332613
131,2024-09-30,Rohit,Printer,Electronics,Pune,2,66659,133318
132,2025-07-24,Priya,Monitor,Electronics,Pune,1,22306,22306
133,2025-05-07,Rohit,Headphones,Electronics,Pune,4,5315,21260
134,2024-02-29,Priya,Headphones,Accessories,Delhi,1,62425,62425
135,2024-02-13,Vikas,Printer,Office,Surat,9,12613,113517
136,2025-11-29,Pooja,Keyboard,Accessories,Bangalore,1,24061,24061
137,2025-06-17,Anjali,Laptop,Electronics,Pune,3,5347,16041
138,2025-10-11,Vikas,Printer,Electronics,Chennai,10,37010,370100
139,2025-01-09,Vikas,Monitor,Office,Pune,3,78834,236502
140,2025-11-08,Anjali,Keyboard,Electronics,Chennai,9,11527,103743
141,2024-06-06,Pooja,Mobile,Office,Chennai,4,35642,142568
142,2024-11-30,Rahul,Mobile,Electronics,Mumbai,3,27723,83169
143,2025-09-21,Rohit,Tablet,Office,Hyderabad,4,42778,171112
144,2024-02-26,Karan,Tablet,Accessories,Ahmedabad,1,69804,69804
145,2024-03-01,Vikas,Printer,Electronics,Delhi,10,12279,122790
146,2025-09-15,Anjali,Printer,Office,Mumbai,8,13437,107496
147,2025-03-04,Vikas,Monitor,Office,Hyderabad,8,58694,469552
148,2025-02-04,Anjali,Headphones,Office,Bangalore,7,3738,26166
149,2024-12-10,Sneha,Keyboard,Office,Chennai,1,849,849
150,2025-10-28,Amit,Headphones,Office,Chennai,7,15405,107835
151,2025-01-30,Rohit,Keyboard,Electronics,Hyderabad,1,34172,34172
152,2025-11-09,Rohit,Printer,Accessories,Chennai,4,23936,95744
153,2024-02-23,Anjali,Headphones,Accessories,Hyderabad,3,23536,70608
154,2024-12-27,Neha,Tablet,Electronics,Ahmedabad,5,65090,325450
155,2025-03-18,Pooja,Monitor,Accessories,Ahmedabad,5,1122,5610
156,2025-04-18,Karan,Laptop,Electronics,Delhi,5,57687,288435
157,2025-01-04,Rahul,Headphones,Accessories,Surat,10,57701,577010
158,2025-08-07,Rahul,Mobile,Electronics,Pune,9,33713,303417
159,2025-02-17,Priya,Keyboard,Accessories,Bangalore,10,53141,531410
160,2024-07-04,Rohit,Printer,Office,Delhi,6,46969,281814
161,2025-10-22,Sneha,Tablet,Office,Ahmedabad,7,62031,434217
162,2024-10-25,Karan,Keyboard,Office,Delhi,9,72814,655326
163,2025-10-05,Sneha,Mouse,Office,Surat,6,73272,439632
164,2024-10-13,Pooja,Keyboard,Accessories,Hyderabad,5,53403,267015
165,2024-06-08,Priya,Keyboard,Accessories,Bangalore,10,36407,364070
166,2024-08-21,Priya,Printer,Office,Mumbai,8,77303,618424
167,2024-04-19,Neha,Mobile,Accessories,Surat,8,29626,237008
168,2024-05-18,Rahul,Monitor,Electronics,Surat,9,62973,566757
169,2025-10-28,Vikas,Headphones,Accessories,Delhi,6,41515,249090
170,2025-09-12,Pooja,Mobile,Electronics,Pune,7,73205,512435
171,2024-02-14,Neha,Laptop,Accessories,Delhi,5,20217,101085
172,2024-12-28,Rohit,Keyboard,Electronics,Pune,9,19500,175500
173,2025-05-30,Rohit,Headphones,Accessories,Surat,6,50101,300606
174,2024-07-03,Anjali,Laptop,Electronics,Surat,7,31898,223286
175,2025-10-20,Amit,Printer,Electronics,Hyderabad,10,79645,796450
176,2025-07-17,Rahul,Printer,Office,Chennai,9,2081,18729
177,2025-01-02,Rohit,Monitor,Electronics,Delhi,4,51524,206096
178,2024-03-24,Karan,Tablet,Accessories,Pune,2,40761,81522
179,2025-03-05,Priya,Headphones,Accessories,Chennai,4,29427,117708
180,2024-11-22,Anjali,Mobile,Office,Chennai,2,75237,150474
181,2025-11-27,Rohit,Laptop,Accessories,Bangalore,7,6782,47474
182,2024-02-09,Neha,Monitor,Electronics,Surat,4,37622,150488
183,2024-05-25,Priya,Keyboard,Office,Ahmedabad,7,30745,215215
184,2024-06-20,Neha,Printer,Office,Surat,7,47828,334796
185,2024-03-28,Sneha,Laptop,Office,Mumbai,1,42521,42521
186,2024-05-12,Neha,Headphones,Accessories,Surat,2,50476,100952
187,2024-05-26,Neha,Laptop,Electronics,Bangalore,1,56440,56440
188,2024-06-04,Neha,Printer,Electronics,Ahmedabad,4,78471,313884
189,2025-09-12,Anjali,Laptop,Electronics,Surat,1,71912,71912
190,2025-08-10,Pooja,Printer,Office,Bangalore,3,25488,76464
191,2024-09-14,Neha,Printer,Accessories,Pune,10,17969,179690
192,2024-02-14,Rahul,Headphones,Accessories,Mumbai,6,60514,363084
193,2025-05-27,Priya,Headphones,Accessories,Bangalore,8,55208,441664
194,2024-11-09,Sneha,Tablet,Accessories,Bangalore,8,3773,30184
195,2025-02-12,Rohit,Laptop,Accessories,Pune,4,13349,53396
196,2024-10-01,Pooja,Printer,Electronics,Bangalore,3,18521,55563
197,2024-11-12,Vikas,Tablet,Accessories,Chennai,1,58465,58465
198,2024-10-25,Pooja,Mouse,Office,Delhi,4,70117,280468
199,2024-11-30,Sneha,Printer,Office,Delhi,10,79414,794140
200,2024-03-22,Pooja,Mouse,Accessories,Mumbai,3,39481,118443
201,2025-07-14,Rohit,Tablet,Office,Hyderabad,9,57923,521307
202,2024-10-03,Rohit,Mobile,Electronics,Ahmedabad,10,29044,290440
203,2025-08-07,Neha,Mouse,Electronics,Chennai,1,6790,6790
204,2025-12-17,Vikas,Tablet,Office,Chennai,6,51362,308172
205,2024-10-05,Neha,Headphones,Accessories,Bangalore,9,22073,198657
206,2024-04-03,Rohit,Monitor,Office,Ahmedabad,3,5332,15996
207,2025-03-22,Karan,Mobile,Accessories,Chennai,1,53555,53555
208,2024-01-08,Sneha,Tablet,Electronics,Surat,9,50615,455535
209,2024-12-23,Rohit,Mouse,Electronics,Surat,9,56629,509661
210,2024-11-22,Karan,Tablet,Accessories,Surat,6,50807,304842
211,2024-10-20,Anjali,Keyboard,Electronics,Mumbai,1,9065,9065
212,2024-01-17,Amit,Laptop,Office,Delhi,4,1186,4744
213,2025-10-27,Vikas,Mobile,Electronics,Pune,5,69617,348085
214,2024-09-22,Pooja,Monitor,Electronics,Hyderabad,8,13763,110104
215,2024-01-26,Neha,Mouse,Accessories,Mumbai,7,62666,438662
216,2024-11-29,Sneha,Headphones,Electronics,Delhi,6,38042,228252
217,2024-02-11,Rahul,Mobile,Office,Hyderabad,1,40250,40250
218,2025-07-23,Amit,Tablet,Office,Bangalore,8,22826,182608
219,2024-07-20,Priya,Tablet,Accessories,Mumbai,8,4516,36128
220,2025-03-13,Sneha,Tablet,Office,Hyderabad,2,78231,156462
221,2024-05-03,Vikas,Mouse,Office,Surat,4,37031,148124
222,2025-10-04,Priya,Mobile,Accessories,Mumbai,5,20493,102465
223,2025-09-23,Priya,Mobile,Office,Pune,6,58864,353184
224,2025-10-15,Karan,Printer,Office,Surat,5,15747,78735
225,2024-07-14,Priya,Mouse,Accessories,Pune,7,28557,199899
226,2025-07-11,Sneha,Mobile,Accessories,Surat,2,37637,75274
227,2025-07-26,Anjali,Mouse,Electronics,Delhi,2,78576,157152
228,2025-12-08,Pooja,Tablet,Office,Hyderabad,6,41295,247770
229,2024-05-17,Karan,Mobile,Accessories,Surat,3,73373,220119
230,2025-09-13,Amit,Monitor,Accessories,Mumbai,3,56482,169446
231,2024-05-24,Neha,Monitor,Accessories,Surat,6,50277,301662
232,2025-12-16,Rohit,Mobile,Office,Surat,8,70860,566880
233,2024-02-07,Vikas,Keyboard,Accessories,Ahmedabad,10,63924,639240
234,2024-05-07,Sneha,Monitor,Office,Hyderabad,10,50545,505450
235,2025-11-15,Vikas,Mouse,Electronics,Ahmedabad,4,2038,8152
236,2024-07-26,Karan,Monitor,Accessories,Mumbai,3,10249,30747
237,2024-04-16,Karan,Mobile,Accessories,Hyderabad,10,45948,459480
238,2025-05-07,Vikas,Mouse,Office,Delhi,4,34249,136996
239,2024-12-18,Pooja,Mouse,Office,Chennai,3,41342,124026
240,2024-05-11,Pooja,Headphones,Accessories,Delhi,2,9701,19402
241,2025-12-04,Anjali,Keyboard,Office,Bangalore,9,62006,558054
242,2024-04-14,Anjali,Printer,Office,Pune,3,22788,68364
243,2024-01-04,Karan,Mouse,Electronics,Delhi,6,67610,405660
244,2025-02-06,Pooja,Laptop,Accessories,Chennai,5,30833,154165
245,2025-04-29,Rohit,Mouse,Accessories,Chennai,7,9959,69713
246,2025-12-20,Sneha,Monitor,Office,Ahmedabad,3,74247,222741
247,2024-01-25,Rahul,Monitor,Office,Hyderabad,2,16358,32716
248,2025-08-08,Rahul,Headphones,Electronics,Surat,5,11066,55330
249,2025-09-29,Neha,Mobile,Office,Ahmedabad,6,69506,417036
250,2025-04-07,Neha,Mouse,Electronics,Surat,5,36579,182895
251,2025-08-17,Pooja,Headphones,Electronics,Surat,9,79200,712800
252,2024-05-14,Anjali,Mobile,Electronics,Ahmedabad,2,4529,9058
253,2024-08-23,Pooja,Tablet,Electronics,Surat,6,4608,27648
254,2024-05-31,Rahul,Monitor,Electronics,Pune,5,2560,12800
255,2025-12-22,Rohit,Mouse,Office,Delhi,2,7234,14468
256,2025-10-17,Neha,Keyboard,Accessories,Chennai,4,67213,268852
257,2025-06-25,Anjali,Tablet,Accessories,Hyderabad,10,3929,39290
258,2024-02-25,Rohit,Keyboard,Electronics,Ahmedabad,4,48209,192836
259,2025-04-29,Karan,Tablet,Electronics,Ahmedabad,10,59014,590140
260,2024-05-19,Vikas,Laptop,Electronics,Mumbai,4,17784,71136
261,2025-12-19,Amit,Mobile,Office,Surat,2,58308,116616
262,2024-12-10,Amit,Headphones,Accessories,Surat,9,44867,403803
263,2024-04-30,Priya,Mouse,Office,Surat,3,1908,5724
264,2025-04-26,Neha,Monitor,Electronics,Ahmedabad,9,58664,527976
265,2024-09-30,Priya,Printer,Office,Surat,8,68402,547216
266,2025-01-29,Priya,Keyboard,Electronics,Delhi,10,50685,506850
267,2024-09-29,Rahul,Laptop,Electronics,Hyderabad,4,36796,147184
268,2024-12-27,Rahul,Laptop,Accessories,Pune,5,61327,306635
269,2025-03-24,Vikas,Monitor,Electronics,Surat,4,40698,162792
270,2024-06-20,Sneha,Mouse,Office,Hyderabad,6,45724,274344
271,2024-01-24,Karan,Laptop,Electronics,Bangalore,10,61990,619900
272,2025-11-26,Rahul,Mouse,Accessories,Hyderabad,4,34767,139068
273,2025-10-19,Pooja,Printer,Accessories,Delhi,2,17336,34672
274,2025-05-23,Pooja,Mobile,Office,Surat,1,40150,40150
275,2025-07-31,Sneha,Mouse,Office,Mumbai,1,77106,77106
276,2025-09-29,Amit,Headphones,Accessories,Ahmedabad,7,29991,209937
277,2024-08-17,Priya,Laptop,Accessories,Chennai,3,69298,207894
278,2025-07-16,Pooja,Mobile,Accessories,Ahmedabad,4,31720,126880
279,2024-02-02,Amit,Printer,Accessories,Mumbai,6,17587,105522
280,2024-07-12,Rohit,Laptop,Office,Hyderabad,2,13165,26330
281,2024-07-03,Vikas,Mobile,Accessories,Ahmedabad,3,39398,118194
282,2024-06-10,Rohit,Mobile,Accessories,Bangalore,9,42114,379026
283,2024-04-17,Rohit,Printer,Electronics,Ahmedabad,10,39886,398860
284,2025-04-14,Amit,Printer,Office,Delhi,6,59513,357078
285,2024-02-08,Vikas,Printer,Office,Mumbai,6,16234,97404
286,2024-02-01,Pooja,Laptop,Office,Chennai,6,10683,64098
287,2024-12-02,Karan,Printer,Accessories,Ahmedabad,2,22749,45498
288,2025-01-27,Priya,Laptop,Accessories,Chennai,7,48802,341614
289,2024-04-24,Amit,Mobile,Office,Hyderabad,6,32178,193068
290,2025-02-09,Anjali,Tablet,Office,Hyderabad,6,33433,200598
291,2024-05-25,Vikas,Monitor,Office,Bangalore,1,17559,17559
292,2025-05-16,Rahul,Mobile,Office,Pune,1,23380,23380
293,2024-04-19,Vikas,Mobile,Accessories,Hyderabad,5,23279,116395
294,2024-09-29,Neha,Monitor,Office,Delhi,1,34461,34461
295,2024-09-16,Pooja,Headphones,Electronics,Mumbai,2,34222,68444
296,2024-07-02,Rohit,Monitor,Office,Chennai,7,62474,437318
297,2025-01-05,Sneha,Mobile,Office,Ahmedabad,3,66147,198441
298,2025-11-30,Neha,Mobile,Accessories,Hyderabad,1,809,809
299,2024-02-23,Pooja,Mobile,Electronics,Ahmedabad,4,5248,20992
300,2024-06-03,Karan,Printer,Office,Chennai,2,38074,76148
301,2024-12-04,Vikas,Headphones,Electronics,Chennai,5,77517,387585
302,2024-08-19,Karan,Keyboard,Electronics,Bangalore,1,23141,23141
303,2024-09-19,Karan,Laptop,Office,Surat,10,46226,462260
304,2025-08-04,Vikas,Laptop,Office,Pune,7,67898,475286
305,2025-07-23,Sneha,Mobile,Electronics,Ahmedabad,3,54874,164622
306,2025-02-12,Rahul,Mobile,Electronics,Chennai,8,69507,556056
307,2025-03-02,Vikas,Printer,Accessories,Ahmedabad,1,42481,42481
308,2025-07-30,Rahul,Mouse,Electronics,Mumbai,7,22145,155015
309,2025-01-22,Vikas,Tablet,Accessories,Mumbai,9,47667,429003
310,2024-07-12,Rahul,Mouse,Office,Pune,3,6523,19569
311,2024-10-09,Pooja,Tablet,Office,Mumbai,1,49414,49414
312,2025-10-30,Vikas,Headphones,Office,Chennai,6,63546,381276
313,2024-12-28,Rohit,Tablet,Accessories,Delhi,6,67332,403992
314,2024-01-12,Anjali,Headphones,Office,Ahmedabad,3,14233,42699
315,2025-11-29,Pooja,Printer,Electronics,Ahmedabad,6,22645,135870
316,2024-02-21,Vikas,Mouse,Accessories,Delhi,10,34139,341390
317,2025-11-10,Pooja,Printer,Accessories,Bangalore,1,50886,50886
318,2024-03-10,Priya,Printer,Office,Surat,5,10185,50925
319,2025-02-10,Rahul,Keyboard,Accessories,Surat,9,10948,98532
320,2024-07-13,Anjali,Headphones,Accessories,Ahmedabad,4,68023,272092
321,2025-12-11,Anjali,Tablet,Electronics,Mumbai,2,9145,18290
322,2025-08-06,Karan,Laptop,Accessories,Delhi,7,24888,174216
323,2025-12-22,Rahul,Tablet,Electronics,Pune,8,39952,319616
324,2025-11-16,Rahul,Monitor,Accessories,Mumbai,9,64791,583119
325,2025-02-11,Karan,Printer,Accessories,Hyderabad,3,64334,193002
326,2025-12-13,Rohit,Keyboard,Electronics,Pune,5,27949,139745
327,2024-06-05,Rahul,Printer,Office,Hyderabad,8,68108,544864
328,2024-08-16,Rahul,Printer,Electronics,Chennai,3,17136,51408
329,2025-08-26,Anjali,Mobile,Electronics,Delhi,10,41172,411720
330,2025-07-06,Neha,Keyboard,Electronics,Mumbai,1,51462,51462
331,2024-06-22,Vikas,Headphones,Office,Bangalore,3,15457,46371
332,2024-08-21,Priya,Keyboard,Electronics,Delhi,5,72318,361590
333,2024-08-10,Neha,Monitor,Accessories,Pune,3,47764,143292
334,2024-04-16,Anjali,Monitor,Accessories,Bangalore,7,58984,412888
335,2025-07-28,Neha,Tablet,Office,Bangalore,10,72642,726420
336,2024-06-20,Rohit,Laptop,Office,Mumbai,9,51919,467271
337,2025-03-19,Vikas,Mobile,Office,Mumbai,7,5904,41328
338,2025-10-03,Rahul,Printer,Electronics,Delhi,1,63087,63087
339,2025-03-16,Anjali,Headphones,Accessories,Ahmedabad,3,77682,233046
340,2024-05-06,Vikas,Tablet,Accessories,Ahmedabad,6,21134,126804
341,2025-07-11,Anjali,Monitor,Electronics,Delhi,4,23367,93468
342,2024-10-07,Pooja,Monitor,Office,Hyderabad,4,2163,8652
343,2025-01-05,Neha,Printer,Office,Delhi,5,60219,301095
344,2024-01-16,Sneha,Monitor,Electronics,Ahmedabad,9,24237,218133
345,2025-03-30,Karan,Monitor,Office,Mumbai,10,18497,184970
346,2025-10-25,Anjali,Tablet,Office,Delhi,9,39050,351450
347,2025-03-26,Priya,Mouse,Accessories,Surat,9,72767,654903
348,2025-10-07,Rohit,Monitor,Office,Hyderabad,7,61533,430731
349,2024-01-27,Karan,Keyboard,Office,Delhi,9,36031,324279
350,2025-06-16,Karan,Printer,Office,Mumbai,1,3640,3640
351,2025-08-29,Sneha,Printer,Electronics,Bangalore,2,79344,158688
352,2025-11-06,Rohit,Keyboard,Electronics,Hyderabad,5,34496,172480
353,2025-04-21,Neha,Printer,Accessories,Surat,4,75738,302952
354,2024-09-30,Rahul,Mobile,Accessories,Bangalore,6,46962,281772
355,2025-02-28,Vikas,Tablet,Electronics,Mumbai,3,38714,116142
356,2025-04-03,Karan,Tablet,Electronics,Hyderabad,4,24730,98920
357,2024-04-05,Pooja,Printer,Office,Surat,8,9999,79992
358,2024-02-02,Priya,Monitor,Accessories,Mumbai,6,22323,133938
359,2025-03-01,Amit,Printer,Accessories,Ahmedabad,10,43145,431450
360,2025-05-30,Rohit,Headphones,Electronics,Mumbai,10,33148,331480
361,2025-02-01,Sneha,Tablet,Electronics,Mumbai,8,20497,163976
362,2025-05-16,Sneha,Headphones,Office,Mumbai,10,5459,54590
363,2025-04-16,Rahul,Mobile,Office,Pune,7,12201,85407
364,2025-11-24,Rahul,Tablet,Office,Chennai,5,24938,124690
365,2024-05-28,Pooja,Tablet,Electronics,Surat,7,15508,108556
366,2024-08-18,Vikas,Mobile,Office,Hyderabad,9,9196,82764
367,2024-06-02,Rohit,Printer,Accessories,Hyderabad,2,75942,151884
368,2024-12-23,Anjali,Mobile,Accessories,Delhi,7,44831,313817
369,2024-11-06,Rohit,Mouse,Accessories,Surat,7,79568,556976
370,2024-06-12,Priya,Mobile,Accessories,Mumbai,8,74124,592992
371,2025-06-13,Neha,Printer,Electronics,Hyderabad,6,21878,131268
372,2024-05-13,Vikas,Keyboard,Accessories,Surat,5,25830,129150
373,2024-05-09,Vikas,Mouse,Office,Mumbai,9,51747,465723
374,2025-08-17,Rohit,Tablet,Electronics,Hyderabad,8,59598,476784
375,2025-07-04,Priya,Laptop,Accessories,Surat,9,21168,190512
376,2025-07-26,Anjali,Mobile,Electronics,Pune,4,46953,187812
377,2024-10-24,Sneha,Tablet,Office,Mumbai,10,51505,515050
378,2025-10-30,Karan,Tablet,Accessories,Mumbai,4,49753,199012
379,2025-08-02,Priya,Keyboard,Electronics,Chennai,10,61902,619020
380,2025-07-06,Vikas,Laptop,Electronics,Pune,7,28323,198261
